book_id;book_name;author;edition_year;age_restriction;number_pages;genre;link;annotation;image;
5964733;Скажи мне, где я;Адриана Мэзер;2021;16+;448;Триллеры;https://book24.ru/product/skazhi-mne-gde-ya-5964733/;Пережить несколько недель обучения в закрытой от всего мира Академии Абскондити было еще полбеды. Теперь Новембер предстоит пройти не школьный экзамен, а самое настоящее испытание: найти своего пропавшего отца.  Для этого ей приходится вернуться в родной Пембрук, чтобы отыскать оставленную им подсказку и начать самую смертоносную охоту в своей жизни. Теперь за каждым углом скрываются неожиданные враги, которые только и ждут ее ошибки. Расследование приводит Новембер в Европу, где ей предстоит не только раскрыть таинственную историю своей семьи, но и оказаться в самом центре международной паутины интриг. Сможет ли Новембер с далеким от идеала уровнем подготовки противостоять многовековой организации опытнейших убийц и искусных шпионов, которая задумала убить его отца, – Альянсу Стратегов, и при этом остаться в живых?;https://cdn.book24.ru/v2/ASE000000000854115/COVER/cover13d__w410.jpg;
6058066;Хранители снов и пижам повелители. Вязаные игрушки-пижамницы, с которыми ребенок полюбит ложиться спать и поддерживать порядок в детской;Екатерина Арефьева;2022;12+;144;Изготовление игрушек;https://book24.ru/product/khraniteli-snov-i-pizham-poveliteli-vyazanye-igrushki-pizhamnitsy-s-kotorymi-rebenok-polyubit-lozhit-6058066/;А ваши дети носятся по квартире в пижаме полдня, а потом бросают ее куда попало? А когда приходит время ложиться спать, вы тоже слышите бесконечное: ну еще пять минуууточек! А в комнату вашего ребенка вы тоже входите, хватаясь за голову от царящего там беспорядка? Все эти проблемы знакомы не понаслышке автору этой красивой и уютной книги, дизайнеру вязаных игрушек собственного изобретения, популярному блогеру под ником  @kate_made_crochet Екатерине Арефьевой. И из под ее рук на свет появилась первая игрушка-пижамница из мягкой плюшевой пряжи. С тех пор каждое утро множество детей по всему миру отдают свою пижамку на хранение милому Олененку или очаровательному Пингвину, и они, как храбрые герои,  охраняют ее целый день. А вечером, ложась спать,  возвращая пижаму маленькому хозяину, они вместе читают сказки. И засыпать в обнимку с ласковой и мягкой игрушкой так легко и приятно!  А чтобы детская стала еще более комфортной и уютной, автор придумала  пледы из плюшевой пряжи. Теперь не только пижама всегда лежит на своем месте, но и детская кроватка заправляется с удовольствием. В этой книге вы найдете мастер-классы по вязанию пяти игрушек-пижамниц,  подробные описания  трех пледов и двух навесных корзин разного размера, чтобы все нужные в детской мелочи были всегда под рукой, рассказ о необходимых в работе инструментах и о подборе пряжи для проектов и многое другое. Эта чудесная книга, полная авторских фотографий,  поможет вам создать поистине чудесные изделия, даже если вы только начинаете свой путь в вязании!;https://cdn.book24.ru/v2/ITD000000001163341/COVER/cover13d__w410.jpg;
6024448;Люблю удивляться. Дневники и письма 1938-1957;Евгений Шварц;2021;12+;320;Эссе, письма, очерки;https://book24.ru/product/lyublyu-udivlyatsya-dnevniki-i-pisma-1938-1957-6024448/;Дневники Евгения Шварца давно заняли свое место в огромном и много- образном пласте литературы. Казалось бы, для него, драматурга-сказочника, описание невымышленного — это отход от природы своего дара. Но получилось иначе — в его даре проступили новые краски. В 1950-е годы в записях Е. Шварца параллельно стало формироваться другое по характеру повествование: воспоминания. Прошлое в его дневниках переплеталось с настоящим:"В них чувствуешь живое человеческое существо Автора, таким, каким был он в тот день, когда писал". Дневники стали для Е. Шварца настоящей творческой лабораторией. Он словно писал этюды с натуры, создавал эскизы к портретам с непременным условием не поправлять самого себя, сохранять непосредственность первых впечатлений, остроту эмоциональной реакции. Нам не дано проникнуть в со- кровенные глубины личности писателя, но его записи дают возможность к ней прикоснуться. Помогают этому и письма. Те, которые публикуются в настоящей книге, обращены к людям, творчески связанным со Шварцем: режиссеру Николаю Акимову, поэтам Самуилу Маршаку и Корнею Чуковскому, кинорежиссеру Григорию Козинцеву и многим другим.;https://cdn.book24.ru/v2/ASE000000000858034/COVER/cover13d__w410.jpg;
5966441;Хэтти Браун и фальшивые слоны;Клэр Харкап;2021;6+;320;Фантастика и фэнтези;https://book24.ru/product/khetti-braun-i-falshivye-slony-2-5966441/;Однажды Хэтти Браун открыла холодильник, не ожидая найти в нём что-нибудь новенькое, и увидела… слона. Крохотного слона из другого мира. Это её друг Виктор, и он снова забрал девочку в свой причудливый мир. Но там Хэтти встретила ещё одного слона, который сказал, что это он - настоящий Виктор. А потом появились ещё и ещё слоны и каждый твердил, что он Виктор. Хэтти запуталась. Она не понимает, зачем фальшивый Виктор затащил её в свой мир, почему этих Викторов столько, кому из них можно верить и как ей вернуться домой из этого мира абсурда без особых приключений? Но из другого мира без приключений ещё никто не уходил…;https://cdn.book24.ru/v2/ITD000000001103036/COVER/cover13d__w410.jpg;
6035067;Инструкция счастливой жизни;Наталия Шадурко;2021;16+;256;Популярная психология;https://book24.ru/product/instruktsiya-schastlivoy-zhizni-6035067/;;https://cdn.book24.ru/v2/ASE000000000859007/COVER/cover13d__w410.jpg;
6024183;Семь возрастов смерти. Путешествие судмедэксперта по жизни;Ричард Шеперд;2022;18+;400;Медицинские истории;https://book24.ru/product/sem-vozrastov-smerti-puteshestvie-sudmedeksperta-po-zhizni-6024183/;Ричард Шеперд, ведущий судмедэксперт Великобритании и автор бестселлера "Неестественные причины", решил еще раз поговорить о том, в чем разбирается лучше всего, – о связи жизни и смерти. Но на этот раз предметом его интереса стали возраст и те необратимые изменения, которые происходят с нами по мере старения. В своей новой книге "Семь возрастов смерти" доктор Шеперд берет читателя в путешествие по разным этапам жизни: от младенчества до глубокой старости. И показывает, какие опасности поджидают человеческое тело на каждом из них. Кроме описания случаев из практики, Ричард Шеперд включил в книгу объяснения различных систем организма и их особенностей. Вы узнаете, почему в определенном возрасте некоторые причины смерти становятся более вероятными и можно ли что-то с этим поделать. Эта книга вобрала в себя не только многолетний профессиональный опыт ее автора, но и его личные переживания, мысли о собственном старении. Как замечает доктор Шеперд в предисловии к ней: "Я смело взгляну в лицо своему старению и, возможно, помогу читателям сделать то же самое".;https://cdn.book24.ru/v2/ITD000000001202805/COVER/cover13d__w410.jpg;
6049069;Пушки первых Романовых: Русская артиллерия 1619-1676 гг.;Алексей Лобин;2022;16+;288;Военная техника;https://book24.ru/product/pushki-pervykh-romanovykh-russkaya-artilleriya-1619-1676-gg-6049069/;;https://cdn.book24.ru/v2/ITD000000001238737/COVER/cover13d__w410.jpg;
6065736;Темное озеро;Линда Кейр;2022;16+;448;Триллеры;https://book24.ru/product/temnoe-ozero-6065736/;Энди и Йен Коупленд оставили много воспоминаний в элитной школе "Гленлейк" двадцать лет назад. Они стали настоящей Легендарной Парочкой, даже не смотря на короткий разрыв в выпускном классе. Казалось бы, обычная подростковая драма. Верно? 	Труп на дне озера может доказать обратное. 	Таинственный утопленник вырывается из глубин, возвращая влюбленных к солнечным воспоминаниям юности, омрачающихся зловещими тенями, и заставляя пересмотреть свои взгляды на собственный брак, школу и друг на друга.;https://cdn.book24.ru/v2/ITD000000001162801/COVER/cover13d__w410.jpg;
6062895;Город из пара;Карлос Сафон;2022;16+;192;Современная зарубежная проза;https://book24.ru/product/gorod-iz-para-6062895/;Карлос Руис Сафон (1964–2020) прожил всего 55 лет, однако успел стать самым знаменитым испанским писателем со времен Мигеля де Сервантеса и заслужить репутацию "Борхеса нашего времени". Произведения из его культового цикла "Кладбище забытых книг" были переведены на 50 языков, собрали целую коллекцию престижных литературных наград Испании, Франции, Великобритании и США и были изданы суммарным тиражом в 38 миллионов экземпляров. Сафон был из тех писателей, что умеют создавать миры. После выхода в свет романа "Тень ветра", открывающего цикл  "Кладбище забытых книг", критики заговорили о новом имени в литературе, а читатели просто с восторгом встречали каждую новую его книгу, заранее предвкушая интеллектуальное и эстетическое наслаждение. Сборник рассказов "Город из пара" был задуман как знак признательности многочисленным фанатам цикла, жаждущим вновь погрузиться в полюбившуюся им атмосферу печальной романтики и старинных улочек Барселоны, и к счастью, Карлос Руис Сафон успел сделать читателям этот прощальный подарок.;https://cdn.book24.ru/v2/ASE000000000862284/COVER/cover13d__w410.jpg;
6024087;Как взлететь на крыльях рода и поменять свою судьбу;Дина Талалаева;2021;16+;208;Эзотерические знания;https://book24.ru/product/kak-vzletet-na-krylyakh-roda-i-pomenyat-svoyu-sudbu-6024087/;Кто навсегда связан с нами крепкими узами?  Какие люди оказывают на нас влияние? Большинство из нас скажут, что это родители, мужья/жены, братья, сестры, бабушки и дедушки, возможно – любимые учителя…  Но на самом деле значение для нас имеют все, кто входит в наш род. Для рода не существует незначимых персонажей, для него нет второстепенных биографий.  Но как на нас могут влиять люди, которые, возможно, исчезли с лица земли несколько сотен лет назад? Именно об этом книга практикующего психолога Дины Талалаевой. Прочитав ее, вы научитесь работать с историей рода, корректировать свой жизненный путь в соответствии с законами Вселенной и получать поддержку от прошлых поколений.;https://cdn.book24.ru/v2/ITD000000001136293/COVER/cover13d__w410.jpg;
6066918;Уроки Делвиля. Молчи о фэйри;Катерина Полянская;2022;16+;384;Юмористическое фэнтези;https://book24.ru/product/uroki-delvilya-molchi-o-feyri-6066918/;;https://cdn.book24.ru/v2/ITD000000001252806/COVER/cover13d__w410.jpg;
5968737;Любовь с первого клика;Дарья Сойфер;2021;16+;320;Современные любовные романы;https://book24.ru/product/lyubov-s-pervogo-klika-5968737/;;https://cdn.book24.ru/v2/ITD000000001152925/COVER/cover13d__w410.jpg;
6033890;Алая гроздь турмалина;Людмила Мартова;2021;16+;352;Современные детективы;https://book24.ru/product/alaya-grozd-turmalina-6033890/;;https://cdn.book24.ru/v2/ITD000000001228146/COVER/cover13d__w410.jpg;
5968052;Четверть века в Америке. В Вашингтоне от Клинтона до Трампа;Андрей Шитов;2021;16+;416;Биографии. Мемуары;https://book24.ru/product/chetvert-veka-v-amerike-v-vashingtone-ot-klintona-do-trampa-5968052/;;https://cdn.book24.ru/v2/ASE000000000848581/COVER/cover13d__w410.jpg;
6022516;Сэм;Аллан Мария;2021;16+;224;Современные любовные романы;https://book24.ru/product/sem-6022516/;;https://cdn.book24.ru/v2/ASE000000000858910/COVER/cover13d__w410.jpg;
6112123;Большая тренировка мозга. Методы великих детективов: дедукция, память, внимание;Антон Могучий;2022;12+;288;Общая психология;https://book24.ru/product/bolshaya-trenirovka-mozga-metody-velikikh-detektivov-deduktsiya-pamyat-vnimanie-6112123/;Шерлок Холмс, Эркюль Пуаро, Мисс Марпл, Перри Мейсон — образцы эффективного мышления: внимательность, умение наблюдать, анализировать и размышлять, опора на логику и факты. Человек, мыслящий таким образом, всегда найдет нестандартное решение, не примет на веру сомнительные сведения, найдет выход из любой ситуации. Именно такой острый и пытливый ум ведет к успеху в любых начинаниях. И это не какой-то врожденный дар, такому образу мышления можно научиться! Эффективному, четкому, безошибочному, гарантирующему правильное решение любой, даже самой сложной жизненной задачи. Регулярные занятия на новом тренажере для мозга позволят вам развить внимание и наблюдательность, умение опираться на логику, мыслить критически и нестандартно, применять метод дедукции на практике. Всего этого более чем достаточно, чтобы ваша жизнь заметно изменилась к лучшему, вы приблизились к достижению поставленных целей и научились избегать ошибок и неудач.;https://cdn.book24.ru/v2/ASE000000000853947/COVER/cover13d__w410.jpg;
6058335;Прекрасно в теории;Софи Гонзалес;2022;18+;384;Зарубежная сентиментальная проза;https://book24.ru/product/prekrasno-v-teorii-6058335/;;https://cdn.book24.ru/v2/ASE000000000860181/COVER/cover13d__w410.jpg;
5962070;Маска для канцлера;Ольга Валентеева;2021;16+;352;Героическая фантастика;https://book24.ru/product/maska-dlya-kantslera-5962070/;Канцлер Эдмонд Лауэр никогда не снимает маски. Говорят, что он – урод. Говорят, он довел жителей страны до крайности. Но что же скрывает Эдмонд? И причем здесь провинциальная целительница, в теле которой он проснулся однажды?;https://cdn.book24.ru/v2/ASE000000000843397/COVER/cover13d__w410.jpg;
6068571;Люди Икс. Сага о Тёмном Фениксе. Золотая коллекция Marvel;Крис Клэрмонт;2022;16+;360;Комиксы;https://book24.ru/product/lyudi-iks-saga-o-tyemnom-fenikse-zolotaya-kollektsiya-marvel-6068571/;;https://cdn.book24.ru/v2/ITD000000001202026/COVER/cover13d__w410.jpg;
6066595;Записки "лесника";Андрей Меркин;2022;18+;320;Современная русская проза;https://book24.ru/product/zapiski-lesnika-6066595/;;https://cdn.book24.ru/v2/ASE000000000862514/COVER/cover13d__w410.jpg;
6068574;BECK. Восточная Ударная Группа. Книга 2;Харольд Сакуиси;2022;16+;572;Манга;https://book24.ru/product/beck-vostochnaya-udarnaya-gruppa-kniga-2-6068574/;;https://cdn.book24.ru/v2/ITD000000001224547/COVER/cover13d__w410.jpg;
5970050;Эликсир для избранных;Михаил Логинов;2021;16+;416;Русские детективы;https://book24.ru/product/eliksir-dlya-izbrannykh-5970050/;;https://cdn.book24.ru/v2/ITD000000001156588/COVER/cover13d__w410.jpg;
5968007;Пережить холодную войну. Опыт дипломатии;Александр Гольц;2021;16+;368;История войн;https://book24.ru/product/perezhit-kholodnuyu-voynu-opyt-diplomatii-5968007/;;https://cdn.book24.ru/v2/ASE000000000858629/COVER/cover13d__w410.jpg;
6035841;Сказки;Александр Пушкин;2021;6+;96;Сказки русских писателей;https://book24.ru/product/skazki-6035841/;;https://cdn.book24.ru/v2/ASE000000000861657/COVER/cover13d__w410.jpg;
5971268;Волшебная психология: познавательные истории Викули;Ирина Дружинина;2021;6+;80;Психология для детей;https://book24.ru/product/volshebnaya-psikhologiya-poznavatelnye-istorii-vikuli-5971268/;Ирина Дружинина – мама двух замечательных дочек, блогер, автор канала в Инстаграм  @mrs.druzhinina с более чем 2,1 млн подписчиков.  Как много событий и впечатлений дарит ребёнку каждый новый день! Разнообразные эмоции, увлекательные приключения, интересные встречи… Но такое большое количество информации, которое нужно осознать и запомнить, очень сложно понять с первого раза, тем более если подают её неинтересно. Ирина Дружинина предлагает вам и вашему малышу познакомиться с многообразием этого мира и существующих в нём правил через увлекательные терапевтические сказки и истории, в которые попадает главная героиня книги – девочка Викуля. Вместе с ней ваш ребёнок: – поймёт, почему так важно соблюдать правила гигиены; – научится ценить родных и близких и следить за своим здоровьем; – осознает, почему нельзя никому врать, особенно близким друзьям; – увидит, как неприятно лениться; – приучится с вниманием относиться к братьям нашим меньшим.  Все истории этой книги – удивительные сказки из нашей жизни, которые научат малыша понимать чувства других людей и находить пользу в событиях каждого дня. Счастливого и познавательного путешествия!;https://cdn.book24.ru/v2/ASE000000000852549/COVER/cover13d__w410.jpg;
6035537;Галерейщица. Или как я ходила в искусство;Елена Петрова;2021;12+;208;Музеи и коллекции;https://book24.ru/product/galereyshchitsa-ili-kak-ya-khodila-v-iskusstvo-6035537/;"Галерейщица" — это книга-перекресток, место встречи тех, кто ищет способ плодотворно "жить в искусстве" с теми, кто хочет счастливо "жить с искусством".  Арт-поле рассматривается по принципу компаса, то есть с позиций четырех основных его акторов: художника, галериста, профессиональной среды и зрителя-покупателя-коллекционера. Такой подход позволяет "панорамно" посмотреть на всех участников, показать их запросы, интересы, мотивацию, проследить логику их взаимодействия. Елена Петрова, со-основатель и директор художественной галереи "Нескучный сад", творческий директор арт-пространства "Квартира 10" — не сторонний наблюдатель, а действующее лицо внутри процесса. Опираясь на личный опыт и "неакадемическую" интонацию, автор живо и увлекательно описывает будни условно-среднего класса российских "обывателей культуры".  Эта книга поможет всем, кто создает, распространяет, объясняет и потребляет искусство, лучше понять друг друга. При этом в ней много важных практических вещей, которые так нужны в повседневной жизни.;https://cdn.book24.ru/v2/ITD000000001153782/COVER/cover13d__w410.jpg;
6035825;Большая книга общения с ребенком;Юлия Гиппенрейтер;2021;16+;464;Детская психология;https://book24.ru/product/bolshaya-kniga-obshcheniya-s-rebenkom-6035825/;;https://cdn.book24.ru/v2/ASE000000000861273/COVER/cover13d__w410.jpg;
6035695;Ажурная вышивка стянутыми нитями. Более 140 узоров для вышивки без обрезания и выдергивания нитей;Мари-Элен Жанно;2021;12+;144;Вышивка;https://book24.ru/product/azhurnaya-vyshivka-styanutymi-nityami-bolee-140-uzorov-dlya-vyshivki-bez-obrezaniya-i-vydergivaniya--6035695/;Ценнейшее творческое наследие выдающегося французского мастера вышивки и педагога Мари-Элен Жанно (Marie-Hélène Jeanneau), которая большую часть жизни посвятила изучению счетной вышивки, среди разновидностей которой особо выделила Ажуры стянутыми нитями, без их выдергивания и разрезания. Для вышивания используют неплотные ткани и тонкую гобеленовую иглу.  Используя базовые стежки, можно создать множество декоративных узоров для украшения  столового белья, штор, светильников и даже личных вещей.  Познакомив читателя с техникой и базовыми стежками в первой части книги, выдающийся автор приступает к самому главному: обширной коллекции схем ажурных узоров, выполненных разными стежками.  Большинство узоров в книге  – традиционные мотивы с сохранившихся изделий XVIII века,  некоторые из них представляют собой современные интерпретации старинных узоров, а многие - авторские творения.  Найдите для себя новое вдохновение, изучая старинную технику в изложении большого мастера!;https://cdn.book24.ru/v2/ITD000000001158056/COVER/cover13d__w410.jpg;
5970605;Ангельский свет. Как наполнить жизнь волшебством и исцеляющей энергией ангелов-хранителей;Алана Фэйрчайлд;2021;16+;288;Эзотерические знания;https://book24.ru/product/angelskiy-svet-kak-napolnit-zhizn-volshebstvom-i-istselyayushchey-energiey-angelov-khraniteley-5970605/;Узнайте, как призвать ангельскую энергию в свою жизнь, а вместе с ней - волшебство, исцеление, любовь и свет! В этой книге Алана Фэйрчайлд, специалист по духовному развитию, автор более 20 колод-оракулов, 13 книг и 30 альбомов медитативной музыки, познакомит вас с могущественными и прекрасными практиками работы с энергией ангелов и хранителей. С ее помощью вы узнаете, как восстановить сердечную связь с ангелами, исцелить и преобразить свою жизнь с их помощью и защитой. Эта книга поможет разобраться в типах и иерархии ангелов, а также расскажет, как с помощью специальных слов, молитв, аффирмаций и визуализаций доносить до небесных помощников желания своего сердца. Вы узнаете, как защитить себя от негатива, привлечь позитивные вибрации на благо всех окружающих вас людей и читать судьбоносные послания свыше.;https://cdn.book24.ru/v2/ITD000000001195717/COVER/cover13d__w410.jpg;
5930301;Беззвездное море;Эрин Моргенштерн;2021;16+;592;Современная зарубежная проза;https://book24.ru/product/bezzvezdnoe-more-5930301/;Молодой аспирант университета Вермонта Закери Эзра Роулинс, работающий над диссертацией по теме “Гендер и нарратив в современных видеоиграх”, обнаруживает в библиотеке кампуса загадочную книгу. Перелистывая ее страницы, он попадает в мир, полный удивительных, балансирующих на гране реальности и вымысла историй о влюбленных пиратах и самоотверженных юных девах, хранителях, появившихся прежде ключей, стражах, передвигающихся незаметно, и таинственных дверях, ведущих на берег Беззвездного моря, туда, где находится место под названием Гавань – хитрое переплетение подземных коридоров, тоннелей и комнат, где хранятся истории. И в одной из этих историй он внезапно узнает самого себя: книга рассказывает о мальчике, который, возвращаясь из школы, увидел на стене в проулке возле дома нарисованную дверь, но, не поверив себе, не открыл ее. И как результат – не попал туда, где ему было суждено оказаться. Не попал – но обязательно попадет.;https://cdn.book24.ru/v2/ASE000000000852561/COVER/cover13d__w410.jpg;
6059265;Одиночка. Горные тропы;Ерофей Трофимов;2022;16+;352;Боевая фантастика;https://book24.ru/product/odinochka-gornye-tropy-6059265/;;https://cdn.book24.ru/v2/ASE000000000862997/COVER/cover13d__w410.jpg;
5970576;Уникальный курс английского языка. Быстрое и эффективное изучение;Зоя Игнашина;2021;6+;304;Английский язык;https://book24.ru/product/unikalnyy-kurs-angliyskogo-yazyka-bystroe-i-effektivnoe-izuchenie-5970576/;В этом издании представлены все необходимые темы грамматики английского языка. Материал подается в удобной наглядной форме и сопровождается многочисленными примерами. В каждом разделе содержится большое количество упражнений для отработки грамматических навыков. Правильность выполнения этих заданий можно проверить в разделе "Ключи". С этой книгой вы легко освоите английскую грамматику и научитесь применять знания на практике. Книга будет полезна для всех изучающих английский язык, самостоятельно или с преподавателем.;https://cdn.book24.ru/v2/ASE000000000858281/COVER/cover13d__w410.jpg;
6043186;Хлеб, который можно всем: старинные русские рецепты на закваске, функциональный хлеб и выпечка без глютена;Анастасия Гагаркина;2022;16+;192;Выпечка и десерты;https://book24.ru/product/khleb-kotoryy-mozhno-vsem-starinnye-russkie-retsepty-na-zakvaske-funktsionalnyy-khleb-i-vypechka-bez-6043186/;Новая книга Анастасии Гагаркиной - гораздо больше, чем просто собрание рецептов, она посвящена пониманию закваски и обмену знаниями о том, почему волшебный процесс ферментации является неотъемлемой частью приготовления самого питательного, полезного и вкусного хлеба. С автором вы пройдете увлекательный путь от подробного изучения ингредиентов до приготовления закваски и выпечки. Узнаете, какая выпечка не приносит вреда здоровью, а главное, как ее приготовить. Научитесь готовить настоящий русский хлеб и выпечку без глютена, веганские десерты.;https://cdn.book24.ru/v2/ITD000000001159383/COVER/cover13d__w410.jpg;
5971422;Последние подростки на Земле. Безумное приключение Джун;Макс Брэльер;2021;6+;272;Фантастика и фэнтези;https://book24.ru/product/poslednie-podrostki-na-zemle-bezumnoe-priklyuchenie-dzhun-5971422/;;https://cdn.book24.ru/v2/ASE000000000856857/COVER/cover13d__w410.jpg;
6037032;Двуликий Берия. За что его убили;Борис Соколов;2021;16+;272;Историческая публицистика;https://book24.ru/product/dvulikiy-beriya-za-chto-ego-ubili-6037032/;;https://cdn.book24.ru/v2/ITD000000001240852/COVER/cover13d__w410.jpg;
5964359;Моя вина;Мерседес Рон;2021;18+;480;Зарубежная сентиментальная проза;https://book24.ru/product/moya-vina-5964359/;42 МИЛЛИОНА ПРОЧТЕНИЙ В СЕТИ!  ИСПАНСКИЙ ФЕНОМЕН МОЛОДЕЖНОЙ ЛИТЕРАТУРЫ. Николас Лейстер — мой сводный брат и все, от чего я бежала всю свою жизнь. Он высокий, с голубыми глазами, черными как ночь волосами, а еще — невероятно опасен, потому что ведет двойную жизнь, которую скрывает от своего отца-миллиардера. Как же я умудрилась влюбиться в него? Легко — он затянул меня в омут своих глаз, и оттуда мне уже никогда не выбраться живой.;https://cdn.book24.ru/v2/ASE000000000853106/COVER/cover13d__w410.jpg;
6036915;Блюда из маминой тетради;Ольга Эрбис;2021;16+;112;Кулинарные рецепты;https://book24.ru/product/blyuda-iz-maminoy-tetradi-6036915/;В нашей памяти хранится множество воспоминаний из детства: первый выпавший молочный зуб, догонялки в школьных коридорах на переменах, летние каникулы в деревне, далеко за городом. А еще запах бабушкиных пирожков с капустой и картошкой с утра по воскресеньям, горячие зеленые щи после катания на санках зимой, и конечно, та самая творожная запеканка, которую нигде так больше не готовят. Уже чувствуете, как знакомые с юных лет ароматы нахлынули на вас? Тогда скорее открываете книгу Ольги Эрбис и присоединяйтесь к ее аллее воспоминаний по рецептам из маминой тарелки, которые привнесут в вашу жизнь домашний уют. И не забудьте поделиться с близкими! Ведь еда, приготовленная своими руками, — верный способ показать свою любовь и заботу. На чем еще может строиться семья и отношения, если не на этом?;https://cdn.book24.ru/v2/ITD000000001176248/COVER/cover13d__w410.jpg;
6047567;Происхождение;Льюис Дартнелл;2021;12+;352;Общая биология;https://book24.ru/product/proiskhozhdenie-6047567/;;https://cdn.book24.ru/v2/ASE000000000849855/COVER/cover13d__w410.jpg;
6130550;Пересеку время ради тебя;Кконним Ли;2022;18+;256;Современная зарубежная проза;https://book24.ru/product/pereseku-vremya-radi-tebya-6130550/;;https://cdn.book24.ru/v2/ASE000000000861986/COVER/cover13d__w410.jpg;
6046831;Война и мир;Лев Толстой;2021;16+;800;Классическая русская литература;https://book24.ru/product/voyna-i-mir-6046831/;;https://cdn.book24.ru/v2/ITD000000001242401/COVER/cover13d__w410.jpg;
5969035;Котоёжики. Календарь настенный на 2022 год (170х 170 мм);Елена Еремина;2021;12+;28;Календари 2022;https://book24.ru/product/kotoyezhiki-kalendar-nastennyy-na-2022-god-170kh-170-mm-5969035/;Компактный настенный календарь от известного фотографа Елены Ерёминой теперь с котиком Кузей и милым ежиным семейством! Каждый месяц - уникальный сюжет из забавной жизни ёжиков и их нового рыжего друга.  Календарь украсит любой интерьер и поможет планировать дни, недели и месяцы. В сетке отмечены государственные праздники, также есть календарь на 2023 год.;https://cdn.book24.ru/v2/ITD000000001144476/COVER/cover13d__w410.jpg;
6045294;Стена тишины;Трейси Бьюканан;2021;16+;416;Триллеры;https://book24.ru/product/stena-tishiny-6045294/;Жизнь Мелиссы Баетт кажется идеальной, насколько это возможно: любящий муж, трое прекрасных детей и красивый дом в хорошем районе. Но внешняя реальность - обманчива. Однажды вечером Мелисса приходит домой, чтобы застать кошмарную картину: ее муж лежит изрезанный на полу кухни, их дети спокойно стоят вокруг него… С ужасом она понимает, что один из них виноват. Но кто? И зачем им нападать на собственного отца? В мгновение ока она решает защитить своих детей любой ценой - даже если это означает лгать полиции. Но когда кто-то из соседей заявляет, что знает больше, чем должен, Мелисса понимает, что некоторые секреты находятся вне ее контроля... Сможет ли она узнать правду о том, что произошло, до того, как распространились слухи?;https://cdn.book24.ru/v2/ASE000000000852964/COVER/cover13d__w410.jpg;
5992821;Без лишних слов;Кэрри Лонсдейл;2021;16+;384;Зарубежные любовные романы;https://book24.ru/product/bez-lishnikh-slov-5992821/;;https://cdn.book24.ru/v2/ITD000000001163631/COVER/cover13d__w410.jpg;
6039666;АнтиРоссия. Крупнейшие операции Запада XX века;Леонид Шелепин;2021;16+;224;Политология;https://book24.ru/product/antirossiya-krupneyshie-operatsii-zapada-xx-veka-6039666/;;https://cdn.book24.ru/v2/ITD000000001240736/COVER/cover13d__w410.jpg;
6047219;Мясная лавка;Джуно Доусон;2022;18+;448;Современная зарубежная проза;https://book24.ru/product/myasnaya-lavka-6047219/;;https://cdn.book24.ru/v2/ITD000000001137714/COVER/cover13d__w410.jpg;
5969151;Уютная кухня — сердце дома. Как найти путь к изобилию через уют, порядок и чистоту;Анастасия Алборова;2021;12+;160;Домоводство;https://book24.ru/product/uyutnaya-kukhnya-serdtse-doma-kak-nayti-put-k-izobiliyu-cherez-uyut-poryadok-i-chistotu-5969151/;Ваша кухня должна стать "местом силы"! Кухня — сердце дома, от ее состояния зависит жизнь всего "организма", вашей семьи. Радость от пребывания на семейной трапезе непременно зарядит позитивной энергией каждого члена семьи надолго.  Если обустроить кухню, то и сама ваша жизнь наладится и станет уютнее. Книга от настоящей феи уюта расскажет, как сделать кухню местом, где хлопоты превращаются в радости, а силы уходят на заботу о себе и семье, а не на поиски вещей.  Благодаря рецептам от автора ваш дом всегда будет наполнен манящими ароматами самых вкусных завтраков, обедов и ужинов.;https://cdn.book24.ru/v2/ASE000000000855829/COVER/cover13d__w410.jpg;
