book_id;book_name;author;edition_year;age_restriction;number_pages;genre;link;annotation
p6044726;Волчья ягода;Элеонора Гильм;2021; 16+ ;320;Исторические любовные романы;https://book24.ru/product/volchya-yagoda-6044726/;Третий роман является продолжением истории непростой жизни Аксиньи Ветер, знахарки и травницы. Россия начала XVII века, Смута, голод, сумятица. Жизнь героини наполнена тревогами о дочери и хлебе насущном. Мужчина из прошлого появится в её жизни и снах, принесёт страх и смятение.
p5934345;Об истинном монашестве;Константин Бендас;2021; 16+ ;224;Христианство;https://book24.ru/product/ob-istinnom-monashestve-5934345/;Представленная книга — откровенный, правдивый, а потому и болезненный, разговор о современной евангельской церкви; о библейском образе христианина-служителя, вовлеченного в активную жизнь социума, но при этом хранящего высокую степень посвящения себя Богу, служения Ему и людям, следования Евангелию и хождению в святости в повседневной жизни; о семейных отношениях; лжи; отношении к алкоголю и деньгам; о важности покаяния, без которого не бывает прощения и исцеления; о сражениях и великой победе в Иисусе Христе.
p6046756;Темные искусства и дайкири;Аннетт Мари;2021; 16+ ;352;Зарубежное фэнтези;https://book24.ru/product/temnye-iskusstva-i-daykiri-6046756/;
p5934253;Человек-Паук. Веном-фактор. Омнибус;Диана Дуэйн;2021; 16+ ;736;Артбуки;https://book24.ru/product/chelovek-pauk-venom-faktor-omnibus-5934253/;Собрание трех романов Дианы Дуэйн о вечном противостоянии Человека- Паука и Венома.  Человек- Паук. Веном- фактор. Веном выходит из- под контроля, по-видимому, убивая одного из невинных, которых он поклялся защищать. Веном сошел с ума или Нью- Йорку угрожает еще один подозреваемый?  Человек- Паук. Проблема Ящера. Ящер неистовствует в Эверглейдс, в попытках найти себе лекарство. Пока Человек- Паук пытается остановить его, вызывая лишь новые разрушения, Веном практически одержим убийством Ящера. Что у врагов супергероя общего, и имеет ли это какое- то отношение к таинственной группе наемников, действующей в Эверглейдс? Человек- Паук. Дело Осьминога. Доктор Осьминог собирает ядерные бомбы и разработал план по созданию хаоса во всем мире. Человек- Пауку и Веному придется оставить в стороне свои разногласия и объединиться, чтобы победить Доктора Осьминога, прежде чем он опустошит планету.
p6043345;Исповедь глупца;Стриндберг А.;2021; 16+ ;388;Классическая зарубежная литература;https://book24.ru/product/ispoved-gluptsa-6043345/;
p6038600;Неизвестная Россия;Анна Короб;2021; 12+ ;208;Архитектура. Скульптура;https://book24.ru/product/neizvestnaya-rossiya-6038600/;По всей нашей стране разбросано огромное количество заброшенных исторических памятников. Большой объем культурного наследия России сегодня находится под угрозой. Каждый год безвозвратно исчезают сотни объектов, представляющиех культурную или историческую ценность, а ведь многие из них ещё не изучены историками и археологами. В забытых архитектурных памятниках есть какая-то пугающая и изумительная красота. Эти напоминания об ушедшей богатой культуре хранятся во многих городах и сёлах России. Когда-то почитаемые, они были покинуты.
p6043319;Пер Гюнт;Хенрик Ибсен;2021; 16+ ;388;Классическая зарубежная литература;https://book24.ru/product/per-gyunt-6043319/;
p5959506;Русская смута XX века;Николай Стариков;2021; 16+ ;416;История России;https://book24.ru/product/russkaya-smuta-xx-veka-5959506/;
p5933665;Чудотворцы;Саймон Рич;2021; 16+ ;256;Зарубежная фантастика;https://book24.ru/product/chudotvortsy-5933665/;"Небеса Инкорпорейтед" – чрезвычайно плохо управляемая корпорация на небесах. Ее основатель и генеральный директор (известный в некоторых кругах как Бог) проводит бо льшую часть своего времени на поле для гольфа. Он не решает мировых проблем, вместо этого он гуглит самого себя и постоянно сидит в различных блогах, чтобы узнать, что о нем думают люди. Когда Бог решает уйти в отставку, он также решает уничтожить Землю. Все сотрудники с готовностью воспринимают новости, за исключением Крейга и Элизы – двух ангелов в почти заброшенном Департаменте чудес. В отличие от своего босса, ангелы любят свою работу и отказываются признать, что Земля должна погибнуть. Ангелам удается заключить сделку со своим боссом. Он отзовет свой Армагеддон, если они смогут сотворить чудо: заставить двух самых неуклюжих людей на планете влюбиться друг в друга. У ангелов есть две недели, чтобы соединить несоединимое и доказать, что человечество вовсе не безнадежно.
p6045968;500 миль до тебя (мягк.обл.);Колган Дженни;2021; 16+ ;480;Зарубежные любовные романы;https://book24.ru/product/500-mil-do-tebya-myagk-obl--6045968/;
p6043514;Хрестоматия. Практикум. Развиваем навык смыслового чтения. К.Д. Ушинский. Бишка. Сказки и рассказы. 1 класс;Узорова Ольга Васильевна;2021; 6+ ;64;Литературное чтение;https://book24.ru/product/khrestomatiya-praktikum-razvivaem-navyk-smyslovogo-chteniya-k-d-ushinskiy-bishka-skazki-i-rasskazy-1-6043514/;
p5931008;Во власти его величества; Валентина Гордова ;2021; 16+ ;320;Магические академии;https://book24.ru/product/vo-vlasti-ego-velichestva-5931008/;
p5954870;Остров спокойствия;Нора Робертс;2021; 16+ ;544;Зарубежные детективы;https://book24.ru/product/ostrov-spokoystviya-5954870/;
p5930017;Смерть в кредит;Луи-Фердинанд Селин;2021; 18+ ;544;Классическая зарубежная литература;https://book24.ru/product/smert-v-kredit-5930017/;Луи-Фердинанд Селин — классик литературы ХХ века, писатель с трагической судьбой, имеющий репутацию человеконенавистника, анархиста, циника и крайнего индивидуалиста. Обвиненный в сотрудничестве с немецкими оккупационными властями в годы Второй мировой войны Селин вынужден был бежать в Германию, а потом — в Данию, где проводит несколько послевоенных лет: сначала в тюрьме, а потом в ссылке… Одна из самых шокирующих его книг — "Смерть в кредит" (1936). В ней писатель,не стесняясь в выражениях, жестко и надрывно описал все уродства жизни парижского дна, которые он наблюдал в юности. Читая о воинствующем аморализме, вы всеми порами ощутите мерзость окружающей обстановки с ее беспросветной безысходностью и ложью. Однако роман вызывает неоднозначные эмоции. С одной стороны, картины абсурда и несправедливости пробуждают чувство негодования и протеста.А с другой — вызывает удивление какое-то почти мазохистское упоение автора хаосом. Но в этом и есть весь Селин, произведения которого до сих пор вызывают яростные споры и разноголосицу мнений.
p6043337;К критике политической экономии знака;Жан Бодрийяр;2020; 16+ ;352;Западная философия;https://book24.ru/product/k-kritike-politicheskoy-ekonomii-znaka-6043337/;
p5960614;Идущие по следу;Виталий Егоров;2021; 16+ ;352;Полицейские детективы;https://book24.ru/product/idushchie-po-sledu-5960614/;
p6018154;В стране вечных каникул;Анатолий Алексин;2021; 6+ ;160;Сказки русских писателей;https://book24.ru/product/v-strane-vechnykh-kanikul-6018154/;
p5952790;Дневник ниндзя-шестиклассника. Восхождение красных ниндзя;Маркус Эмерсон;2021; 6+ ;144;Приключения;https://book24.ru/product/dnevnik-nindzya-shestiklassnika-voskhozhdenie-krasnykh-nindzya-5952790/;
p5961162;Драконья сага. Легенды. Драконоборец;Туи Т. Сазерленд;2021; 12+ ;544;Фантастика и фэнтези для подростков;https://book24.ru/product/drakonya-saga-legendy-drakonoborets-5961162/;
p6043347;Грядущий хам. Больная Россия;Дмитрий Мережковский;2021; 16+ ;222;Эссе, письма, очерки;https://book24.ru/product/gryadushchiy-kham-bolnaya-rossiya-6043347/;
p5930322;Лаовай. Как Китай меняет людей и может ли иностранка стать "своей";Катерина Кулик;2021; 18+ ;240;Заметки путешественника;https://book24.ru/product/laovay-kak-kitay-menyaet-lyudey-i-mozhet-li-inostranka-stat-svoey-5930322/;
p5955284;Инквизитор поневоле;Александр Курзанцев;2021; 16+ ;352;Альтернативная история;https://book24.ru/product/inkvizitor-ponevole-5955284/;
p5959768;Солнечный берег Генуи. Русское счастье по-итальянски;Наталья Осис;2021; 16+ ;320;Современная русская проза;https://book24.ru/product/solnechnyy-bereg-genui-russkoe-schaste-po-italyanski-5959768/;Город у самого синего моря. Сердце великой Генуэзской республики, раскинувшей колонии на 7 морей. Город, снаряжавший экспедиции на Восток во время Крестовых походов, и родина Колумба — самого известного путешественника на Запад. Город дворцов наизнанку — роскошь тут надёжно спрятана за грязными стенами и коваными дверьми, город арматоров и банкиров, торговцев, моряков и портовых девок... Наталья Осис — драматург, писатель, PhD, преподает в университете Генуи, где живет последние 16 лет. Эта книга — свидетельство большой любви, родившейся в театре и перенесенной с подмосток Чеховского фестиваля в Лигурию. В ней сошлись упоительная солнечная Италия (Генуя, Неаполь, Венеция, Милан, Тоскана) и воронежские степи над Доном, русские дачи с самоваром под яблоней и повседневная итальянская жизнь в деталях, театр и литература, песто, базилик и фокачча, любовь на всю жизнь и 4524 дня счастья. "Жизнь эмигранта — сладкий абрикос: сначала сочная мякоть, потом твердая косточка и ее сердцевинка. Она может оказаться терпкой, как миндаль, а может отдавать горечью. …и у камелька в кухне-столовой с видом на сад и озеро успокаиваешься, наконец. Пейзаж Тосканы приобщает тебя к бессмертию. Ни суеты, ни спешки, ни времени нет, — а, значит, и смерти тоже. Есть только солнце, краски, холмы, пинии, кипарисы — и ты со стаканом кьянти и куском пресного хлеба в руке, уподобленный точке в пространстве, на равных правах с улиткой, ползущей по ножке стола".
p6043321;Афганистан;Рейснер Лариса Михайловна;2021; 12+ ;436;Эссе, письма, очерки;https://book24.ru/product/afganistan-6043321/;
p5930223;Я отвернулась;Джейн Корри;2021; 16+ ;448;Триллеры;https://book24.ru/product/ya-otvernulas-5930223/;
p6008989;Запертые во тьме;Наталья Тимошенко;2021; 16+ ;320;Ужасы. Мистика;https://book24.ru/product/zapertye-vo-tme-6008989/;
p5929205;Сексуальный фастфуд: физиология отношений глазами женщины;Екатерина Макарова;2021; 18+ ;400;Популярная медицина;https://book24.ru/product/seksualnyy-fastfud-fiziologiya-otnosheniy-glazami-zhenshchiny-5929205/;Автор этой книги, практикующий врач, сексолог и тренер по раскрытию женской сексуальности, не понаслышке знает о том, как часто женщины запрещают себе удовольствие и радость полноценной здоровой интимной жизни, бессознательно основываясь на негативных установках, привитых родителями, прародителями и обществом. Эта книга поможет вам пробудить в себе чувственность, женское начало и сексуальность, которую одни подавляют, а другие просто не знают, с какой стороны к ней подступиться. Здесь вы найдете объяснения и понятные инструкции, которые помогут избавиться от глубинных ограничивающих убеждений, познать свое тело и желания, а также научиться осознанной коммуникации с партнером. Эта книга — ключ к раскрытию вашей чувственности, зрелой сексуальности и познанию яркой интимной жизни.
p6020852;Ручное вязание спицами и крючком. Визуальный японский самоучитель: научитесь вязать быстро и правильно;Юмико Ёсида;2021; 12+ ;144;Вязание;https://book24.ru/product/ruchnoe-vyazanie-spitsami-i-kryuchkom-vizualnyy-yaponskiy-samouchitel-nauchites-vyazat-bystro-i-prav-6020852/;Японский подход к рукоделию вызывает восхищение во всем мире! Точность, скрупулезность, лаконичность, тончайший вкус, внимание к деталям, продуманность, а в результате - ни с чем не сравнимые произведения искусства, от которых глаз не оторвать. И так во всем. Надо ли говорить, что обучение, в том числе и рукоделию, в Японии подчиняется тем же принципам. Все самое необходимое в строго выверенном порядке от простого к сложному, упор на визуальную составляющую, ведь "лучше один раз увидеть", чем сто раз прочитать.  Именно так построена и эта уникальная книга, дойдя по последней страницы которой, вы научитесь вязать и спицами, и крючком, причем не формально, а по-настоящему.  Юмико Ёсида, один из ведущих педагогов и мастеров по ручному вязанию Японской ассоциации продвижения ремесел, представляет революционный самоучитель, который превратит процесс обучения из рутины в удовольствие. В нем предусмотрено все: от множества иллюстраций, на которых показан каждый шаг работы, до ответов на возникающие в процессе обучения вопросы. Для людей, которые уже умеют вязать, книга представляет большую ценность в качестве справочника, в котором легко найти любую необходимую информацию в любой момент.  Пусть он будет всегда под рукой, рядом с пряжей, крючком или спицами!
p5934334;Мышление шамана;Владимир Серкин;2021; 16+ ;256;Шаманизм;https://book24.ru/product/myshlenie-shamana-5934334/;Серкин Владимир Павлович – доктор психологических наук, профессор департамента психологии Национального исследовательского университета "Высшая школа экономики" (НИУ ВШЭ). Особенности мышления шамана обусловлены, во многом, двумя факторами:  – спецификой культуры той общности, в которой действует шаман (основные деятельности: оленеводство, морской зверобойный промысел, охота, добыча рыбы и собирательство); – спецификой особой деятельности, обусловленной ролью шамана как посредника между Миром Человека и Мирами Духов, Предков и Стихий.  Для описания мышления шамана сегодня не хватает языковых средств. Это естественно, так как деятельность шамана в родоплеменном обществе не является массовой и поэтому не является предметом коммуникации. Однако я старался не вводить новых терминов кроме двух, достаточно очевидных по составу: ноогенез и психотело. В тексте использованы как работы уже авторитетных авторов, так и свидетельства описания жизни и деятельности известных экстрасенсов и прогнозистов. Конечно, опирался также на свои наблюдения и на рассказы свидетелей, заслуживающих доверия.
p5909710;Миньоны. Злость и паника. Книга 2;Стефан Лапюс;2021; 6+ ;48;Комиксы для детей;https://book24.ru/product/minony-zlost-i-panika-kniga-2-5909710/;Новые смешные истории, необычные ситуации, юмор, приключения и бананы собраны в новом выпуске коротких комиксов про яркую и неординарную жизнь миньонов! Хотите узнать, что они любят рисовать или для чего покупают пироги? Тогда скорее открывайте книгу!
p5935715;В 60 - 6:0 в мою пользу;Лариса Вербицкая;2021; 16+ ;224;Имидж. Стиль;https://book24.ru/product/v-60-6-0-v-moyu-polzu-5935715/;
p6018365;Правила русского языка за 5 минут в день;Сергей Матвеев;2021; 6+ ;16;Русский язык в начальной школе;https://book24.ru/product/pravila-russkogo-yazyka-za-5-minut-v-den-6018365/;
p5931002;INSTA-исповедь: грехи и заповеди личного блога. Как развить блог от 0 до 1 000 000 в подписчиках и рублях;Анастасия Судакова;2021; 12+ ;224;Саморазвитие и личностный рост;https://book24.ru/product/insta-ispoved-grekhi-i-zapovedi-lichnogo-bloga-kak-razvit-blog-ot-0-do-1-000-000-v-podpischikakh-i-r-5931002/;Анастасия Судакова — специалист по личному бренду и PR, руководитель креативного агентства SudakovaA, "вырастила" нескольких блогеров-миллионников. Думаете, создать и развить свой блог до одного миллиона подписчиков — это сложно и без помощи специалиста невозможно? А вот и нет! Если продумать стратегию, разработать концепцию и применять различные методы воздействия на аудиторию, то вполне реально. Как все это сделать? Строго следовать советам и указаниям настоящего специалиста, блогеры которого вырастают до аудитории в один миллион подписчиков за несколько месяцев. Анастасия рассказывает обо всех этапах развития блога, откровенно говорит об ошибках, которые могут свести на "нет" весь ваш труд, мотивирует и вдохновляет.
p5725088;Книга о вкусной и здоровой пище (новое оформление);Николай Могильный;2021; 16+ ;592;Кулинарные рецепты;https://book24.ru/product/kniga-o-vkusnoy-i-zdorovoy-pishche-novoe-oformlenie-5725088/;
p6019994;Синий лис;Вандермеер Джефф;2021; 16+ ;928;Научная фантастика;https://book24.ru/product/siniy-lis-6019994/;
p5928080;Проект «Оборотень»;Андрей Земляной;2021; 16+ ;720;Боевая фантастика;https://book24.ru/product/proekt-oboroten-5928080/;
p6016521;Когда миллиона мало;Анна Литвинова;2021; 16+ ;320;Современные детективы;https://book24.ru/product/kogda-milliona-malo-6016521/;Когда тебе семнадцать, а в стране разруха и голод, трудно поверить в предсказание цыганки: "Тебя полюбит миллионер". Но юная Богдана верит и отправляется искать свое счастье за границу. Она устраивается горничной в богатую итальянскую семью. Её зовет замуж обеспеченный молодой человек. Однако очень скоро красивая сказка обращается в кошмар. Богдана отвержена, лишена возможности общаться с тем, кто ей дорог, но сдаваться не собирается. В ей жизни появляются новые страны, удивительные мужчины, необычные профессии, и, наконец, счастье – вот оно, совсем рядом. Но только бывают ли сказочные финалы – в современной России?
p6019299;История России в рассказах о святых;Владимир Крупин;2021; 12+ ;384;Христианство;https://book24.ru/product/istoriya-rossii-v-rasskazakh-o-svyatykh-6019299/;
p6014410;Беспокойный мозг. Полезный гайд по снижению тревожности и стресса. Как бороться с депрессией, тревожным расстройством, посттравматическим синдромом, ОКР и СДВГ.;Ума Найду;2021; 12+ ;448;Нейропсихология;https://book24.ru/product/bespokoynyy-mozg-poleznyy-gayd-po-snizheniyu-trevozhnosti-i-stressa-kak-borotsya-s-depressiey-trevozh-6014410/;Большинство людей при выборе продуктов задумываются об их полезности, которая влияет на старение, развитие заболеваний сердца или похудение. Но практически никто не знает, что наш рацион влияет не только на изменения в теле. но и на мозг! Ума Найду раскрывает множество секретов, в каждой главе рассказывая о вредных и полезных элементах повседневных продуктов, которые усугубляют наше психоэмоциональное состояние.
p5969489;Жизнь под соусом. Рецепты из кулинарного дневника гурмана;Настасья Суслина;2021; 16+ ;128;Кулинарные рецепты;https://book24.ru/product/zhizn-pod-sousom-retsepty-iz-kulinarnogo-dnevnika-gurmana-5969489/;Кулинарный блогер Настасья Суслина в своей дебютной книге предлагает нам "пожить под соусом". Что это значит? Прежде всего – научиться легко придавать своей жизни неповторимый вкус. И проще всего это сделать именно на кухне. Авторские базовые рецепты этой книги создадут отличную основу для вашего кулинарного творчества. Здесь далеко не только инструкции по приготовлению соусов, как вы могли бы подумать. Особое внимание автор уделяет завтракам – им посвящен целый раздел. Ведь по мнению диетологов, это главный прием пищи и залог правильного настроения. Несмотря на доступность рецептов здесь вы не найдете скучных каш и бутербродов: к привычной глазунье предлагается добавить пиццу, из блинов сотворить лазанью, а омлет превратить в мини-фриттату с креветками. Супы, соусы, закуски, горячее, напитки, десерты – в исполнении автора все обретает органичную изюминку и гениальную простоту. Отдельный раздел ждет вегетарианцев, их несомненно порадует томатная лазанья и орзотто с грибами и грецкими орехами. А иначе и быть не может, ведь это настоящая "Жизнь под соусом".
p6021994;Год вдохновения. Сезонные рецепты и яркие цветы;Мамонтова Екатерина;2021; 16+ ;160;Кулинарные рецепты;https://book24.ru/product/god-vdokhnoveniya-sezonnye-retsepty-i-yarkie-tsvety-6021994/;Сезонное питание — это не просто актуальная тенденция. Это история про заботу о здоровье, яркость вкусов и слияние с природой. Ведь питание по такому принципу было нормой для многих поколений человечества, и каждый сезон, несмотря на круглогодичное изобилие в супермаркетах, до сих пор готовит для нас удивительные и полезные специалитеты. Именно об этом книга фуд-блогера Екатерины Мамонтовой "Год вдохновения. Сезонные рецепты и яркие цветы". А еще она про детство, откуда родом самые вкусные семейные рецепты и непередаваемое тепло атмосферы. Рецепты сопровождаются маленькими жизненными историями. Бабушка надевает рукавицы, чтобы набрать крапиву для щей, наказывает варить холодец строго без желатина. Маленькая девочка идет в огород за укропом для ухи. Семья приносит из леса корзину грибов и делает ароматный маринад. Прочитав эту книгу, вы не просто научитесь готовить вкуснейший трайфл с лесными ягодами, крем-суп из лисичек, драники с пармезаном или миндальную галету с ревенем, — вы непременно зарядитесь от увлеченного автора кулинарным вдохновением. И, возможно, на всю жизнь.
p523723;Декамерон;Джованни Боккаччо;2011; 16+ ;640;Классическая зарубежная литература;https://book24.ru/product/dekameron-523723/;
p6013505;Злость;Питер Ньюман;2021; 16+ ;512;Боевое фэнтези;https://book24.ru/product/zlost-6013505/;После многих злоключений и невзгод Странник сумел найти островок безопасности в землях, изуродованных катаклизмом, демонами и мутантами. Но спокойствие не вечно, ведь на юге снова проснулся Разлом, откуда в этот мир изначально проникли инфернали, разрушившие человеческую цивилизацию. Только на этот раз из Разлома появляется создание, которого боятся даже чудовища, создание, одинаково опасное и для людей, и для монстров. И в ответ на новую угрозу оживает Злость, меч Странника, живой и обладающий собственным сознанием осколок погибшего полубога. Но воин больше не хочет идти в бой, и тогда мечу приходится найти себе нового хозяина и отправиться с ним в путь, хочет его новый владелец того или нет. Правда, они оба еще не знают, что в мире многое изменилось, и понять, кто тебе друг, а кто — враг, стало гораздо сложнее.
p5969035;Котоёжики. Календарь настенный на 2022 год (170х 170 мм);Елена Еремина;2021; 12+ ;28;Календари 2022;https://book24.ru/product/kotoyezhiki-kalendar-nastennyy-na-2022-god-170kh-170-mm-5969035/;Компактный настенный календарь от известного фотографа Елены Ерёминой теперь с котиком Кузей и милым ежиным семейством! Каждый месяц - уникальный сюжет из забавной жизни ёжиков и их нового рыжего друга.  Календарь украсит любой интерьер и поможет планировать дни, недели и месяцы. В сетке отмечены государственные праздники, также есть календарь на 2023 год.
p5950372;Сохраним планету! Сократить, использовать повторно и переработать;Лиз Годжерли;2021; 6+ ;48;Природа. Экология;https://book24.ru/product/sokhranim-planetu-sokratit-ispolzovat-povtorno-i-pererabotat-5950372/;
p5960677;Мышонок Пик. Сказки;Виталий Бианки;2021; 6+ ;112;Сказки русских писателей;https://book24.ru/product/myshonok-pik-skazki-5960677/;
p6000078;Лаций. Мир ноэмов;Ромен Люказо;2021; 16+ ;576;Научная фантастика;https://book24.ru/product/latsiy-mir-noemov-6000078/;Далекое будущее. Человечество погибло в ходе таинственной катастрофы, оставив после себя лишь своих наследников и слуг, разветвленную сеть искусственных интеллектов, ноэмов. Лишившись главной цели своего существования, они пытаются обрести новую, строя собственное общество. Бессмертные, они живут по законам, придуманным не ими, но время, бесконечность и сложность могут породить безумие даже в системе, которая руководствуется исключительно логикой и рациональностью, а потому цивилизация ноэмов начинает раскалываться, порождая изгоев и еретиков. Плавтина – одна из таких еретиков, уже многие столетия она странствует меж звезд, так и не найдя себе места в мире без людей. Когда она засекает странный, инопланетный сигнал, Плавтина отправляется в путешествие за пределы исследованного космоса, надеясь отыскать причины исчезновения человечества. А ее союзник, проконсул Отон, пытается перестроить само общество ноэмов, так как ему угрожает иной разум, враждебности которого ноэмам нечего противопоставить, ведь по воле своих создателей они не могут причинить вред ни одному биологическому организму.
p6029291;Нэнси Дрю. Вне закона;Кэролайн Кин;2021; 12+ ;192;Детские детективы;https://book24.ru/product/nensi-dryu-vne-zakona-6029291/;
p6044810;Бузинная матушка;Ганс Андерсен;2021; 6+ ;48;Повести и рассказы;https://book24.ru/product/buzinnaya-matushka-6044810/;
p6014875;Е.П.БЛАВАТСКАЯ. История удивительной жизни;Крэнстон Сильвия;2021; 16+ ;720;Эзотерические знания;https://book24.ru/product/e-p-blavatskaya-istoriya-udivitelnoy-zhizni-6014875/;Книга, которую вы держите в руках, посвящённая 130-летию со дня смерти Е.П. Блаватской и 190-летию со дня ее рождения, — первая биография подобного масштаба. В отличие от остальных своих предшественников, Сильвия Крэнстон описывает и жизнь, и учение Блаватской, поскольку их следует рассматривать неразрывно друг от друга. Работая над этой книгой, автор изучила все труды и статьи Блаватской, объёмом около 10 000 страниц.
p5960679;Сплетница;Сесили фон Зигесар;2021; 18+ ;288;Зарубежная сентиментальная проза;https://book24.ru/product/spletnitsa-5960679/;
p5961163;Итальянский язык. Новейший самоучитель с аудиокурсом;Киселев Геннадий Петрович;2021; 12+ ;416;Итальянский язык;https://book24.ru/product/italyanskiy-yazyk-noveyshiy-samouchitel-s-audiokursom-5961163/;Пособие предназначено для тех, кто приступает к самостоятельному изучению итальянского языка. В его основе лежат принципы коммуникативности, способствующие эффективному усвоению итальянской устной и письменной речи. Используется в качестве базового пособия при заочном обучении итальянскому языку. Включает 24 урока, 8 проверочных работ, экзаменационный тест, ключи для самопроверки и учебный словарь. Снабжено бесплатным звуковым приложением, доступным на сайте https://ast.ru/audio.
p5992995;Забвение;Дэвид Уоллес;2021; 18+ ;432;Современная зарубежная проза;https://book24.ru/product/zabvenie-5992995/;Выдающийся мастер формы, Дэвид Фостер Уоллес еще при жизни был признан самым значимым писателем своего поколения, и каждая новая книга только подтверждала этот статус. "Забвение" — последний сборник рассказов Уоллеса, самый сложный, самый провокационный и необычный. Здесь замечтавшийся ученик не замечает, как учитель у доски начинает сходить с ума, работники престижного журнала пытаются написать приличную статью о модном художнике, который создает скульптуры анатомически немыслимым способом, а муж пытается крайне вежливо объяснить жене, что, возможно, она страдает от галлюцинаций. На фоне всех этих странных и зачастую неловких ситуаций Дэвид Фостер Уоллес создает целые миры, достойные многостраничных романов, одновременно сюрреалистические и болезненно настоящие.
p5956961;Дерни смерть за саван;Александр Руж;2021; 16+ ;352;Современные детективы;https://book24.ru/product/derni-smert-za-savan-5956961/;Анита и Алекс Максимовы приехали в Испанию — на родину Аниты, чтобы поддержать в трудный час ее сестру-близнеца Кончиту. И оказались в гуще таинственных и опасных событий: в тихом городке под Мадридом действуют неуловимые бандиты, цели которых непонятны, а методы внушают страх. Явления призраков, ночные налеты, поджоги, убийства, похищения людей – все это происходит в окрестностях дома Кончиты при активном участии ее гостей и домочадцев. Вдобавок их всех охватывает самая настоящая "серебряная лихорадка"! Анита и Алекс мечтают найти сокровище, но не потеряют ли они при этом свое доброе имя, свободу и саму жизнь?
p5958480;Футбол. Книга рекордов;Александр Журавлев;2021; 12+ ;272;Футбол;https://book24.ru/product/futbol-kniga-rekordov-5958480/;
p5963750;Проклятая игра;Клайв Баркер;2021; 18+ ;608;Ужасы. Мистика;https://book24.ru/product/proklyataya-igra-5963750/;
p6023090;Запах смерти;Джеффри Бартон;2021; 16+ ;320;Триллеры;https://book24.ru/product/zapakh-smerti-6023090/;
p5957551;Нэнси Дрю и расследование в спа-центре;Кэролайн Кин;2021; 12+ ;192;Детские детективы;https://book24.ru/product/nensi-dryu-i-rassledovanie-v-spa-tsentre-5957551/;Друзья называют меня Нэнси Дрю. Враги — по-разному, например: "Девушка, которая испортила мне все дело". Впрочем, чего еще ожидать от преступников? Видите ли, я — детектив. Ну, не совсем. Значка и пистолета у меня нет. Зато я всегда обращаю внимание на несправедливость, обман и подлые поступки и знаю, как остановить негодяев. Я выиграла билеты на торжественное открытие нового спа-центра в Ривер-Хайтс и пригласила с собой Бесс — нам очень хотелось хорошо отдохнуть. Джордж присоединилась к нам, но ей все не нравилось, и наше настроение тоже оставляло желать лучшего. Да и вообще этот спа-центр какой-то странный. На кухне кавардак, в ванных комнатах неразбериха. И еще это разбитое каменной черепашкой окно…
